assembly_id	label	taxid	uniq_SCG_hits	perc_comp	perc_redund	domain	phylum	class	order	family	genus	specific_name
GCF_000266885.1	GCF_000266885.1_Bacteria_Spirochaetes_Spirochaetia_Turneriella_parva_DSM_21527	869212	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	NA	Leptospiraceae	Turneriella	Turneriella parva
GCF_000266905.1	GCF_000266905.1_Bacteria_Actinobacteria_NA_Mycolicibacterium_chubuense_NBB4	710421	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium chubuense
GCF_000266925.1	GCF_000266925.1_Bacteria_Synergistetes_Synergistia_Acetomicrobium_mobile_DSM_13181	891968	14	93.33	0.00	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Acetomicrobium	Acetomicrobium mobile
GCF_000266945.1	GCF_000266945.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfomonile_tiedjei_DSM_6799	706587	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	Desulfomonile tiedjei
GCF_000269925.1	GCF_000269925.1_Bacteria_Firmicutes_Bacilli_Lactococcus_garvieae_ATCC_49156	420889	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
GCF_000269985.1	GCF_000269985.1_Bacteria_Actinobacteria_NA_Kitasatospora_setae_KM-6054	452652	14	93.33	0.00	Bacteria	Actinobacteria	NA	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora setae
GCF_000270085.1	GCF_000270085.1_Bacteria_Firmicutes_Erysipelotrichia_Erysipelothrix_rhusiopathiae_Fujisawa	650150	14	93.33	0.00	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix rhusiopathiae
GCF_000270245.1	GCF_000270245.1_Bacteria_Actinobacteria_NA_Microlunatus_phosphovorus_NM-1	1032480	14	93.33	0.00	Bacteria	Actinobacteria	NA	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus
GCF_000271405.2	GCF_000271405.2_Bacteria_Firmicutes_Bacilli_Enterococcus_hirae_ATCC_9790	768486	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hirae
GCF_000271665.2	GCF_000271665.2_Bacteria_Firmicutes_Negativicutes_Pelosinus_fermentans_JBW45	1192197	14	93.33	0.00	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus fermentans
GCF_000276685.1	GCF_000276685.1_Bacteria_Proteobacteria_Betaproteobacteria_Taylorella_equigenitalis_ATCC_35865	743973	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Taylorella	Taylorella equigenitalis
GCF_000277125.1	GCF_000277125.1_Bacteria_Actinobacteria_NA_Mycobacterium_intracellulare_ATCC_13950	487521	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare
GCF_000277715.1	GCF_000277715.1_Bacteria_Actinobacteria_NA_Pseudopropionibacterium_propionicum_F0230a	767029	14	93.33	0.00	Bacteria	Actinobacteria	NA	Propionibacteriales	Propionibacteriaceae	Pseudopropionibacterium	Pseudopropionibacterium propionicum
GCF_000277795.1	GCF_000277795.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_wenyonii_Massachusetts	1197325	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma wenyonii
GCF_000279145.1	GCF_000279145.1_Bacteria_Ignavibacteriae_Ignavibacteria_Melioribacter_roseus_P3M-2	1191523	14	93.33	0.00	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus
GCF_000281175.1	GCF_000281175.1_Bacteria_Chloroflexi_Caldilineae_Caldilinea_aerophila_DSM_14535	926550	14	93.33	0.00	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila
GCF_000283575.1	GCF_000283575.1_Bacteria_Firmicutes_Clostridia_Oscillibacter_valericigenes_Sjm18-20	693746	13	86.67	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter valericigenes
GCF_000283595.1	GCF_000283595.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsia_japonica_YH	652620	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia japonica
GCF_000283615.1	GCF_000283615.1_Bacteria_Firmicutes_Bacilli_Tetragenococcus_halophilus_NBRC_12172	945021	13	86.67	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus
GCF_000284015.1	GCF_000284015.1_Bacteria_Actinobacteria_NA_Blastococcus_saxobsidens_DD2	1146883	14	93.33	0.00	Bacteria	Actinobacteria	NA	Geodermatophilales	Geodermatophilaceae	Blastococcus	Blastococcus saxobsidens
GCF_000284035.1	GCF_000284035.1_Bacteria_Actinobacteria_NA_Nocardia_cyriacigeorgica_GUH-2	1127134	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia cyriacigeorgica
GCF_000284075.1	GCF_000284075.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsia_rhipicephali_3-7-female6-CWPP	1105113	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia rhipicephali
GCF_000284095.1	GCF_000284095.1_Bacteria_Firmicutes_Negativicutes_Selenomonas_ruminantium_TAM6421	927704	14	93.33	0.00	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium
GCF_000284115.1	GCF_000284115.1_Bacteria_Planctomycetes_Phycisphaerae_Phycisphaera_mikurensis_NBRC_102666	1142394	14	93.33	0.00	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera mikurensis
GCF_000284155.1	GCF_000284155.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsia_australis_Cutlack	1105110	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia australis
GCF_000284255.1	GCF_000284255.1_Bacteria_Proteobacteria_Betaproteobacteria_Rubrivivax_gelatinosus_IL144	983917	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rubrivivax	Rubrivivax gelatinosus
GCF_000284295.1	GCF_000284295.1_Bacteria_Actinobacteria_NA_Actinoplanes_missouriensis_431	512565	14	93.33	0.00	Bacteria	Actinobacteria	NA	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes missouriensis
GCF_000284315.1	GCF_000284315.1_Bacteria_Nitrospirae_Nitrospira_Leptospirillum_ferrooxidans_C2-3	1162668	14	93.33	0.00	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferrooxidans
GCF_000284335.1	GCF_000284335.1_Bacteria_Caldiserica_Caldisericia_Caldisericum_exile_AZM16c01	511051	14	93.33	0.00	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum exile
GCF_000284375.1	GCF_000284375.1_Bacteria_Proteobacteria_Alphaproteobacteria_Bradyrhizobium_japonicum_USDA_6	1037409	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
GCF_000284415.1	GCF_000284415.1_Bacteria_Proteobacteria_Alphaproteobacteria_Pararhodospirillum_photometricum_DSM_122	1150469	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum	Pararhodospirillum photometricum
GCF_000284515.1	GCF_000284515.1_Bacteria_Firmicutes_Bacilli_Halobacillus_halophilus_type_strain:_DSM_2266	866895	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus halophilus
GCF_000284615.1	GCF_000284615.1_Bacteria_Proteobacteria_Gammaproteobacteria_Marinobacter_hydrocarbonoclasticus_ATCC_49840	1163748	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter hydrocarbonoclasticus
GCF_000294515.1	GCF_000294515.1_Bacteria_Actinobacteria_NA_Nocardiopsis_alba_ATCC_BAA-2165	1205910	14	93.33	0.00	Bacteria	Actinobacteria	NA	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis alba
GCF_000294775.2	GCF_000294775.2_Bacteria_Firmicutes_Bacilli_Bacillus_oceanisediminis_2691	1196031	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus oceanisediminis
GCF_000297055.2	GCF_000297055.2_Bacteria_Proteobacteria_Betaproteobacteria_Sulfuricella_denitrificans_skB26	1163617	14	93.33	0.00	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sulfuricella	Sulfuricella denitrificans
GCF_000298115.2	GCF_000298115.2_Bacteria_Firmicutes_Bacilli_Lactobacillus_buchneri_CD034	1071400	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus buchneri
GCF_000299235.1	GCF_000299235.1_Bacteria_Nitrospirae_Nitrospira_Leptospirillum_ferriphilum_ML-04	1048260	14	93.33	0.00	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum
GCF_000299335.2	GCF_000299335.2_Bacteria_Proteobacteria_Gammaproteobacteria_Alcanivorax_pacificus_W11-5	391936	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax pacificus
GCF_000299355.1	GCF_000299355.1_Bacteria_Firmicutes_Tissierellia_Gottschalkia_acidurici_9a	1128398	14	93.33	0.00	Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Gottschalkia	Gottschalkia acidurici
GCF_000300005.1	GCF_000300005.1_Bacteria_Proteobacteria_Gammaproteobacteria_Alcanivorax_dieselolei_B5	930169	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax dieselolei
GCF_000300135.1	GCF_000300135.1_Bacteria_Firmicutes_Bacilli_Leuconostoc_carnosum_JB16	1229758	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Leuconostoc carnosum
GCF_000300235.2	GCF_000300235.2_Bacteria_Proteobacteria_Alphaproteobacteria_Thalassospira_xiamenensis_M-5	1123366	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira xiamenensis
GCF_000300295.4	GCF_000300295.4_Bacteria_Proteobacteria_Gammaproteobacteria_Piscirickettsia_salmonis_ATCC_VR-1361	1227812	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis
GCF_000300455.3	GCF_000300455.3_Bacteria_Proteobacteria_Gammaproteobacteria_Kosakonia_sacchari_SP1	1235834	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia sacchari
GCF_000304215.1	GCF_000304215.1_Bacteria_Actinobacteria_NA_Bifidobacterium_asteroides_PRL2011	1147128	14	93.33	0.00	Bacteria	Actinobacteria	NA	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium asteroides
GCF_000304355.2	GCF_000304355.2_Archaea_Euryarchaeota_Methanomicrobia_Methanoculleus_bourgensis_MS2T	1201294	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus bourgensis
GCF_000304455.1	GCF_000304455.1_Bacteria_Bacteroidetes_Cytophagia_Cardinium_endosymbiont_of_Encarsia_pergandiella_cEper1	1231626	14	93.33	0.00	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Amoebophilaceae	Candidatus Cardinium	Cardinium endosymbiont of Encarsia pergandiella
GCF_000304735.1	GCF_000304735.1_Bacteria_Spirochaetes_Spirochaetia_Borreliella_afzelii_HLJ01	1239934	14	93.33	0.00	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella afzelii
GCF_000305785.2	GCF_000305785.2_Bacteria_Proteobacteria_Gammaproteobacteria_Simiduia_agarivorans_SA1_=_DSM_21679	1117647	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia	Simiduia agarivorans
GCF_000305935.1	GCF_000305935.1_Bacteria_Firmicutes_Clostridia_Thermacetogenium_phaeum_DSM_12270	1089553	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum
GCF_000306725.1	GCF_000306725.1_Archaea_Euryarchaeota_Methanomicrobia_Methanolobus_psychrophilus_R15	1094980	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus psychrophilus
GCF_000306765.2	GCF_000306765.2_Archaea_Euryarchaeota_Halobacteria_Haloferax_mediterranei_CGMCC_1.2087	523841	14	93.33	6.67	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei
GCF_000306785.1	GCF_000306785.1_Bacteria_Actinobacteria_NA_Modestobacter_marinus_BC501	477641	14	93.33	0.00	Bacteria	Actinobacteria	NA	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
GCF_000306885.1	GCF_000306885.1_Bacteria_Proteobacteria_Alphaproteobacteria_Wolbachia_endosymbiont_of_Onchocerca_ochengi_wOo	100901	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Onchocerca ochengi
GCF_000307105.1	GCF_000307105.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacula_toluolica_Tol2	651182	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacula	Desulfobacula toluolica
GCF_000307165.1	GCF_000307165.1_Bacteria_Firmicutes_Bacilli_Amphibacillus_xylanus_NBRC_15112	698758	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus
GCF_000309885.1	GCF_000309885.1_Bacteria_Deinococcus-Thermus_Deinococci_Thermus_oshimai_JL-2	751945	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus oshimai
GCF_000311765.1	GCF_000311765.1_Bacteria_Proteobacteria_Alphaproteobacteria_Gluconobacter_oxydans_H24	1224746	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
GCF_000313635.1	GCF_000313635.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_hyorhinis_SK76	1118964	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyorhinis
GCF_000316515.1	GCF_000316515.1_Bacteria_Cyanobacteria_NA_Cyanobium_gracile_PCC_6307	292564	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Cyanobium	Cyanobium gracile
GCF_000317025.1	GCF_000317025.1_Bacteria_Cyanobacteria_NA_Pleurocapsa_minor_PCC_7327	118163	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Pleurocapsales	Hyellaceae	Pleurocapsa	Pleurocapsa minor
GCF_000317105.1	GCF_000317105.1_Bacteria_Cyanobacteria_NA_Oscillatoria_acuminata_PCC_6304	56110	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria acuminata
GCF_000317125.1	GCF_000317125.1_Bacteria_Cyanobacteria_NA_Chroococcidiopsis_thermalis_PCC_7203	251229	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis thermalis
GCF_000317305.3	GCF_000317305.3_Bacteria_Actinobacteria_NA_Mycolicibacterium_neoaurum_VKM_Ac-1815D	700508	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium neoaurum
GCF_000317435.1	GCF_000317435.1_Bacteria_Cyanobacteria_NA_Calothrix_parietina_PCC_6303	1170562	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Nostocales	Rivulariaceae	Calothrix	Calothrix parietina
GCF_000317475.1	GCF_000317475.1_Bacteria_Cyanobacteria_NA_Oscillatoria_nigro-viridis_PCC_7112	179408	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria nigro-viridis
GCF_000317495.1	GCF_000317495.1_Bacteria_Cyanobacteria_NA_Crinalium_epipsammum_PCC_9333	1173022	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Oscillatoriales	Gomontiellaceae	Crinalium	Crinalium epipsammum
GCF_000317575.1	GCF_000317575.1_Bacteria_Cyanobacteria_NA_Stanieria_cyanosphaera_PCC_7437	111780	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Pleurocapsales	Dermocarpellaceae	Stanieria	Stanieria cyanosphaera
GCF_000317615.1	GCF_000317615.1_Bacteria_Cyanobacteria_NA_Dactylococcopsis_salina_PCC_8305	13035	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Dactylococcopsis	Dactylococcopsis salina
GCF_000317675.1	GCF_000317675.1_Bacteria_Cyanobacteria_NA_Cyanobacterium_aponinum_PCC_10605	755178	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Chroococcales	Cyanobacteriaceae	Cyanobacterium	Cyanobacterium aponinum
GCF_000317695.1	GCF_000317695.1_Bacteria_Cyanobacteria_NA_Anabaena_cylindrica_PCC_7122	272123	14	93.33	0.00	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena cylindrica
GCF_000317795.1	GCF_000317795.1_Archaea_Crenarchaeota_Thermoprotei_Caldisphaera_lagunensis_DSM_15908	1056495	14	93.33	0.00	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera	Caldisphaera lagunensis
GCF_000317835.1	GCF_000317835.1_Bacteria_Deinococcus-Thermus_Deinococci_Deinococcus_peraridilitoris_DSM_19664	937777	14	93.33	0.00	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus peraridilitoris
GCF_000317855.1	GCF_000317855.1_Bacteria_Firmicutes_Bacilli_Streptococcus_dysgalactiae_AC-2713	759913	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae
GCF_000317975.2	GCF_000317975.2_Bacteria_Firmicutes_Bacilli_Carnobacterium_maltaromaticum_LMA28	1234679	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
GCF_000319575.2	GCF_000319575.2_Bacteria_Proteobacteria_Gammaproteobacteria_Spiribacter_salinus_M19-40	1260251	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter salinus
GCF_000321415.2	GCF_000321415.2_Bacteria_Proteobacteria_Gammaproteobacteria_Thioalkalivibrio_nitratireducens_DSM_14787	1255043	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens
GCF_000325665.1	GCF_000325665.1_Bacteria_Spirochaetes_Spirochaetia_Brachyspira_pilosicoli_P43_6_78	1042417	13	86.67	0.00	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
GCF_000325705.1	GCF_000325705.1_Bacteria_Bacteroidetes_Cytophagia_Echinicola_vietnamensis_DSM_17526	926556	14	93.33	0.00	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola vietnamensis
GCF_000325745.1	GCF_000325745.1_Bacteria_Proteobacteria_Alphaproteobacteria_Liberibacter_crescens_BT-1	1215343	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Liberibacter	Liberibacter crescens
GCF_000327045.1	GCF_000327045.1_Bacteria_Proteobacteria_Gammaproteobacteria_Thioflavicoccus_mobilis_8321	765912	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
GCF_000327485.1	GCF_000327485.1_Archaea_Euryarchaeota_Methanomicrobia_Methanoregula_formicica_SMSP	593750	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica
GCF_000328625.1	GCF_000328625.1_Bacteria_Firmicutes_Clostridia_Halobacteroides_halobius_DSM_5150	748449	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	Halobacteroides halobius
GCF_000328665.1	GCF_000328665.1_Archaea_Euryarchaeota_Methanomicrobia_Methanomethylovorans_hollandica_DSM_15978	867904	14	93.33	0.00	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	Methanomethylovorans hollandica
GCF_000328685.1	GCF_000328685.1_Archaea_Euryarchaeota_Halobacteria_Natronococcus_occultus_SP4	694430	14	93.33	6.67	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	Natronococcus occultus
GCF_000328705.1	GCF_000328705.1_Bacteria_Actinobacteria_NA_Saccharothrix_espanaensis_type_strain:_DSM_44229	1179773	14	93.33	0.00	Bacteria	Actinobacteria	NA	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis
GCF_000328725.1	GCF_000328725.1_Bacteria_Tenericutes_Mollicutes_Mycoplasma_cynos_C142	1246955	14	93.33	0.00	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma cynos
GCF_000328765.2	GCF_000328765.2_Bacteria_Firmicutes_Clostridia_Tepidanaerobacter_acetatoxydans_Re1	1209989	13	86.67	0.00	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Tepidanaerobacter	Tepidanaerobacter acetatoxydans
GCF_000330885.1	GCF_000330885.1_Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobium_tropici_CIAT_899	698761	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici
GCF_000331735.1	GCF_000331735.1_Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcus_stipitatus_DSM_14675	1278073	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus
GCF_000331995.1	GCF_000331995.1_Bacteria_Firmicutes_Clostridia_Thermoclostridium_stercorarium_DSM_8532	1121335	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Hungateiclostridiaceae	Thermoclostridium	Thermoclostridium stercorarium
GCF_000332115.1	GCF_000332115.1_Bacteria_Bacteroidetes_Flavobacteriia_Nonlabens_dokdonensis_DSW-6	592029	14	93.33	0.00	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens dokdonensis
GCF_000332735.1	GCF_000332735.1_Bacteria_Firmicutes_Bacilli_Staphylococcus_warneri_SG1	1194526	14	93.33	0.00	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri
GCF_000340435.2	GCF_000340435.2_Bacteria_Actinobacteria_NA_Mycobacterium_haemophilum_ATCC_29548	1202450	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum
GCF_000340885.1	GCF_000340885.1_Bacteria_Firmicutes_Clostridia_Clostridium_saccharoperbutylacetonicum_N1-4_HMT	931276	14	93.33	0.00	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum
GCF_000341355.1	GCF_000341355.1_Bacteria_Proteobacteria_Alphaproteobacteria_Bartonella_australis_Aust_NH1	1094489	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella australis
GCF_000341385.1	GCF_000341385.1_Bacteria_Proteobacteria_Alphaproteobacteria_Bartonella_vinsonii_Winnie	1094497	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella vinsonii
GCF_000341395.1	GCF_000341395.1_Bacteria_Proteobacteria_Deltaproteobacteria_Desulfocapsa_sulfexigens_DSM_10523	1167006	14	93.33	0.00	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	Desulfocapsa sulfexigens
GCF_000344785.1	GCF_000344785.1_Bacteria_Actinobacteria_NA_Corynebacterium_callunae_DSM_20147	1121353	14	93.33	0.00	Bacteria	Actinobacteria	NA	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium callunae
GCF_000344805.1	GCF_000344805.1_Bacteria_Proteobacteria_Alphaproteobacteria_Bradyrhizobium_oligotrophicum_S58	1245469	14	93.33	0.00	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum
GCF_000347595.1	GCF_000347595.1_Bacteria_Proteobacteria_Gammaproteobacteria_Bibersteinia_trehalosi_USDA-ARS-USMARC-192	1171377	14	93.33	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi
GCF_000347635.1	GCF_000347635.1_Bacteria_Proteobacteria_Gammaproteobacteria_Paraglaciecola_psychrophila_170	1129794	13	86.67	0.00	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola psychrophila
